GENESIS-Tabelle: 12411-0007
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;
Nationalität, Geschlecht/Familienstand;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
Deutschland;;;;;
Bevölkerungsstand (Anzahl);;;;;
;;Deutsche;Deutsche;Ausländer;Ausländer
;;männlich;weiblich;männlich;weiblich
31.12.1992;14-Jährige;384265;364832;47939;43346
31.12.1992;15-Jährige;381164;361557;48958;44340
31.12.1992;16-Jährige;371701;354357;54094;47527
31.12.1992;17-Jährige;359116;340661;57779;50118
31.12.1992;18-Jährige;366390;349522;61050;54490
31.12.1992;19-Jährige;373782;357756;66305;60255
31.12.1992;20-Jährige;423043;403931;72897;65607
31.12.1992;21-Jährige;484207;461517;76420;68689
31.12.1992;22-Jährige;510674;488631;85465;70897
31.12.1992;23-Jährige;562936;537888;89211;71842
31.12.1992;24-Jährige;599146;573536;91979;70597
31.12.1992;25-Jährige;624834;599457;89429;65955
31.12.1992;26-Jährige;643657;617885;94970;67353
31.12.1992;27-Jährige;651045;622078;98029;66770
31.12.1992;28-Jährige;665903;639118;96754;64491
31.12.1992;29-Jährige;665187;640118;92714;60016
31.12.1992;30-Jährige;646144;623021;87006;57338
31.12.1992;31-Jährige;643445;621599;76174;52807
31.12.1992;32-Jährige;619835;600576;82088;55463
31.12.1992;33-Jährige;607913;585588;72760;50940
31.12.1992;34-Jährige;577143;555905;71444;48796
31.12.1992;35-Jährige;568356;548724;69420;46960
31.12.1992;36-Jährige;552675;535360;70971;49256
31.12.1992;37-Jährige;539307;520125;65714;50521
31.12.1992;38-Jährige;534162;517320;59799;50554
31.12.1992;39-Jährige;521511;506714;54893;49575
31.12.1992;40-Jährige;523714;507481;55712;52911
31.12.1992;41-Jährige;516778;502526;53010;48414
31.12.1992;42-Jährige;517663;503599;60479;54569
31.12.1992;43-Jährige;502725;488194;60460;50881
31.12.1992;44-Jährige;461917;449898;60966;48192
31.12.1992;45-Jährige;434362;428620;60207;44750
31.12.1992;46-Jährige;382690;379130;55599;39805
31.12.1992;47-Jährige;338418;340809;50490;36345
31.12.1992;48-Jährige;472151;469586;48012;34209
31.12.1992;49-Jährige;486471;481656;46995;31225
31.12.1992;50-Jährige;471160;469276;48666;30779
31.12.1992;51-Jährige;583408;581815;44541;27215
31.12.1992;52-Jährige;616777;618551;48020;29017
31.12.1992;53-Jährige;610180;614609;43306;25159
31.12.1992;54-Jährige;570655;576651;40533;24110
31.12.1992;55-Jährige;535829;544003;36534;21635
31.12.1992;56-Jährige;525810;538595;33274;19781
31.12.1992;57-Jährige;513698;527464;28766;17866
31.12.1992;58-Jährige;479364;496495;28430;16433
31.12.1992;59-Jährige;384364;403913;26380;15367
31.12.1992;60-Jährige;385428;408883;21792;13796
31.12.1992;61-Jährige;394880;423892;18606;11690
31.12.1992;62-Jährige;416048;453300;17257;12125
31.12.1992;63-Jährige;403958;446158;13862;10409
31.12.1992;64-Jährige;399438;449978;11883;9421
31.12.1992;65-Jährige;353125;434625;10082;8858
31.12.1992;66-Jährige;324632;447780;9204;8342
31.12.1992;67-Jährige;306267;458916;7867;7898
31.12.1992;68-Jährige;263085;443388;7274;7310
31.12.1992;69-Jährige;252637;437902;6328;6731
31.12.1992;70-Jährige;262422;454852;5885;6307
31.12.1992;71-Jährige;263979;476343;5111;5562
31.12.1992;72-Jährige;248326;467786;4800;5211
31.12.1992;73-Jährige;182268;346165;3504;3891
31.12.1992;74-Jährige;113367;220958;2606;2743
31.12.1992;75-Jährige;105551;207592;2287;2330
31.12.1992;76-Jährige;109265;223903;2296;2231
31.12.1992;77-Jährige;135184;287806;2373;2703
31.12.1992;78-Jährige;162109;356170;2421;3034
31.12.1992;79-Jährige;154499;344082;2114;2590
31.12.1992;80-Jährige;142974;327114;1963;2575
31.12.1992;81-Jährige;122020;289538;1646;2113
31.12.1992;82-Jährige;108992;272850;1417;2270
31.12.1992;83-Jährige;97070;250453;1170;1907
31.12.1992;84-Jährige;82596;220773;992;1577
31.12.1992;85 Jahre und mehr;308954;927389;4277;8664
31.12.1992;Insgesamt;35579479;38725585;3720602;2948966
31.12.1993;unter 1 Jahr;356612;337977;53540;50893
31.12.1993;1-Jährige;363831;346845;55650;52520
31.12.1993;2-Jährige;381306;362255;55149;52073
31.12.1993;3-Jährige;424790;403097;55638;52515
31.12.1993;4-Jährige;418687;398490;54290;51992
31.12.1993;5-Jährige;432507;410313;54879;51452
31.12.1993;6-Jährige;423755;400758;51978;48713
31.12.1993;7-Jährige;417244;397194;48128;44919
31.12.1993;8-Jährige;402944;383880;46022;42890
31.12.1993;9-Jährige;402288;382026;45438;42455
31.12.1993;10-Jährige;405930;386196;45420;42209
31.12.1993;11-Jährige;415977;395113;48018;44769
31.12.1993;12-Jährige;411561;393434;49821;45751
31.12.1993;13-Jährige;414186;395279;50315;46735
31.12.1993;14-Jährige;391819;372534;49272;45429
31.12.1993;15-Jährige;386453;367122;50526;45144
31.12.1993;16-Jährige;383387;363779;52239;46528
31.12.1993;17-Jährige;373730;356403;57531;49873
31.12.1993;18-Jährige;361200;342689;62115;54548
31.12.1993;19-Jährige;368204;351516;66082;61178
31.12.1993;20-Jährige;375280;359523;73301;67423
31.12.1993;21-Jährige;424417;405653;80480;72062
31.12.1993;22-Jährige;485456;463058;85019;74645
31.12.1993;23-Jährige;511763;490078;94594;76734
31.12.1993;24-Jährige;563994;539120;97365;76892
31.12.1993;25-Jährige;600164;574817;99240;74708
31.12.1993;26-Jährige;625817;600553;95357;69843
31.12.1993;27-Jährige;644525;619032;100254;71019
31.12.1993;28-Jährige;652058;623208;103134;70134
31.12.1993;29-Jährige;666759;640396;100657;67505
31.12.1993;30-Jährige;666349;641606;96028;62792
31.12.1993;31-Jährige;647547;624596;89315;59888
31.12.1993;32-Jährige;644858;623423;78017;54897
31.12.1993;33-Jährige;621359;602524;83747;57362
31.12.1993;34-Jährige;609347;587541;73741;52727
31.12.1993;35-Jährige;578660;557976;71873;50334
31.12.1993;36-Jährige;569837;550790;69134;48202
31.12.1993;37-Jährige;554056;537233;70404;50289
31.12.1993;38-Jährige;540608;522166;65102;51451
31.12.1993;39-Jährige;535306;519140;59055;51450
31.12.1993;40-Jährige;522476;508256;53669;50394
31.12.1993;41-Jährige;524491;508848;54573;53420
31.12.1993;42-Jährige;517353;503681;51533;49046
31.12.1993;43-Jährige;518037;504553;58936;55070
31.12.1993;44-Jährige;502718;488914;58925;51142
31.12.1993;45-Jährige;461709;450146;59453;48694
31.12.1993;46-Jährige;433735;428761;58770;45157
31.12.1993;47-Jährige;381810;378921;54239;40182
31.12.1993;48-Jährige;337311;340425;49589;36595
31.12.1993;49-Jährige;470135;468802;47029;34335
31.12.1993;50-Jährige;484057;480730;45918;31382
31.12.1993;51-Jährige;468940;468431;47621;31066
31.12.1993;52-Jährige;580413;580679;43702;27491
31.12.1993;53-Jährige;613038;617527;47286;29334
31.12.1993;54-Jährige;606118;613337;42487;25400
31.12.1993;55-Jährige;566737;575533;39855;24425
31.12.1993;56-Jährige;531720;542780;36023;21909
31.12.1993;57-Jährige;520949;537067;32763;20033
31.12.1993;58-Jährige;508387;525701;28372;18146
31.12.1993;59-Jährige;473706;494337;27980;16677
31.12.1993;60-Jährige;379028;401866;25607;15416
31.12.1993;61-Jährige;379701;406658;21108;13736
31.12.1993;62-Jährige;388438;421452;18026;11705
31.12.1993;63-Jährige;408556;450148;16729;12293
31.12.1993;64-Jährige;396004;442810;13414;10523
31.12.1993;65-Jährige;390843;446153;11418;9536
31.12.1993;66-Jährige;344713;430536;9715;8938
31.12.1993;67-Jährige;316369;442822;8916;8512
31.12.1993;68-Jährige;297643;453049;7693;8053
31.12.1993;69-Jährige;254892;436867;7074;7441
31.12.1993;70-Jährige;244061;430784;6235;6826
31.12.1993;71-Jährige;252360;446027;5767;6361
31.12.1993;72-Jährige;252648;465859;4963;5659
31.12.1993;73-Jährige;236701;455764;4689;5229
31.12.1993;74-Jährige;172798;336560;3439;3930
31.12.1993;75-Jährige;106848;214051;2527;2796
31.12.1993;76-Jährige;98964;200232;2205;2317
31.12.1993;77-Jährige;101992;215105;2205;2219
31.12.1993;78-Jährige;125165;275050;2310;2687
31.12.1993;79-Jährige;149009;338645;2312;3049
31.12.1993;80-Jährige;140553;324633;2041;2565
31.12.1993;81-Jährige;128865;306279;1894;2601
31.12.1993;82-Jährige;108781;268503;1581;2082
31.12.1993;83-Jährige;96039;250564;1367;2249
31.12.1993;84-Jährige;84147;227345;1131;1893
31.12.1993;85 Jahre und mehr;318874;973690;5124;9938
31.12.1993;Insgesamt;35652403;38708214;3866081;3111395
31.12.1994;unter 1 Jahr;343650;324753;52015;49199
31.12.1994;1-Jährige;357945;339254;54258;51359
31.12.1994;2-Jährige;365341;348264;55985;52769
31.12.1994;3-Jährige;383142;364048;55453;52376
31.12.1994;4-Jährige;426780;405101;56034;52865
31.12.1994;5-Jährige;421133;400691;54676;52321
31.12.1994;6-Jährige;434901;412649;54908;51453
31.12.1994;7-Jährige;426465;403275;52089;48721
31.12.1994;8-Jährige;419928;399893;48593;45349
31.12.1994;9-Jährige;405686;386390;46462;43473
31.12.1994;10-Jährige;405216;384781;45892;42862
31.12.1994;11-Jährige;408767;388801;45950;42699
31.12.1994;12-Jährige;418779;397778;48413;45095
31.12.1994;13-Jährige;414144;396015;50296;46147
31.12.1994;14-Jährige;416863;397730;51081;47379
31.12.1994;15-Jährige;394390;374966;50777;46355
31.12.1994;16-Jährige;389161;369591;52277;46312
31.12.1994;17-Jährige;385778;366118;53870;48013
31.12.1994;18-Jährige;376290;358744;59477;52897
31.12.1994;19-Jährige;363615;345064;64050;59575
31.12.1994;20-Jährige;370326;354012;69226;66553
31.12.1994;21-Jährige;377411;361759;76397;72109
31.12.1994;22-Jährige;426280;407795;83606;76073
31.12.1994;23-Jährige;487170;464997;87833;78025
31.12.1994;24-Jährige;513344;491821;96595;79459
31.12.1994;25-Jährige;565286;540501;98904;78776
31.12.1994;26-Jährige;601380;576255;100108;76313
31.12.1994;27-Jährige;626842;601822;95474;71261
31.12.1994;28-Jährige;645441;620381;100944;72261
31.12.1994;29-Jährige;653087;624505;102766;71180
31.12.1994;30-Jährige;667749;641716;100666;68395
31.12.1994;31-Jährige;667574;643133;95618;63451
31.12.1994;32-Jährige;648951;626485;89042;60380
31.12.1994;33-Jährige;646327;625268;77832;55328
31.12.1994;34-Jährige;622898;604670;83032;57719
31.12.1994;35-Jährige;610898;589639;73126;53141
31.12.1994;36-Jährige;580192;560146;71065;50519
31.12.1994;37-Jährige;571245;552863;68268;48308
31.12.1994;38-Jährige;555603;539188;69449;50362
31.12.1994;39-Jährige;542086;524198;64219;51407
31.12.1994;40-Jährige;536416;521036;58336;51388
31.12.1994;41-Jährige;523516;509961;52758;49999
31.12.1994;42-Jährige;525399;510413;53658;52873
31.12.1994;43-Jährige;518007;505103;50550;48714
31.12.1994;44-Jährige;518484;505710;57710;54548
31.12.1994;45-Jährige;502919;489821;57667;50752
31.12.1994;46-Jährige;461548;450597;58208;48352
31.12.1994;47-Jährige;433088;428994;57614;44757
31.12.1994;48-Jährige;380888;378837;53073;39958
31.12.1994;49-Jährige;336220;340107;48323;36330
31.12.1994;50-Jährige;468063;467984;45924;34074
31.12.1994;51-Jährige;481491;479605;44800;31115
31.12.1994;52-Jährige;466628;467666;46451;30882
31.12.1994;53-Jährige;577032;579478;42759;27424
31.12.1994;54-Jährige;609066;616175;46239;29206
31.12.1994;55-Jährige;601869;611966;41567;25388
31.12.1994;56-Jährige;562350;574122;39069;24525
31.12.1994;57-Jährige;527229;541404;35268;22007
31.12.1994;58-Jährige;515889;535368;32071;20011
31.12.1994;59-Jährige;502738;523491;27780;18090
31.12.1994;60-Jährige;467511;491868;26936;16392
31.12.1994;61-Jährige;373648;399633;24502;15218
31.12.1994;62-Jährige;373707;404109;20307;13560
31.12.1994;63-Jährige;381511;418505;17246;11673
31.12.1994;64-Jährige;400443;446772;16065;12239
31.12.1994;65-Jährige;387377;439034;12743;10551
31.12.1994;66-Jährige;381548;441862;10995;9523
31.12.1994;67-Jährige;335870;425840;9396;8957
31.12.1994;68-Jährige;307684;437430;8661;8536
31.12.1994;69-Jährige;288667;446549;7459;8042
31.12.1994;70-Jährige;246255;429799;6851;7426
31.12.1994;71-Jährige;235137;422868;6026;6870
31.12.1994;72-Jährige;242039;436676;5595;6311
31.12.1994;73-Jährige;241353;454803;4807;5603
31.12.1994;74-Jährige;225017;443357;4497;5148
31.12.1994;75-Jährige;163240;326333;3305;3924
31.12.1994;76-Jährige;100462;206722;2452;2831
31.12.1994;77-Jährige;92595;192575;2111;2313
31.12.1994;78-Jährige;94752;205896;2100;2195
31.12.1994;79-Jährige;115313;261684;2213;2638
31.12.1994;80-Jährige;136088;320162;2242;3034
31.12.1994;81-Jährige;127112;304650;1957;2556
31.12.1994;82-Jährige;115209;284760;1793;2574
31.12.1994;83-Jährige;96078;247037;1500;2050
31.12.1994;84-Jährige;83832;228286;1271;2183
31.12.1994;85 Jahre und mehr;330100;1021303;5932;11248
31.12.1994;Insgesamt;35729452;38691411;3915513;3202227
31.12.1995;unter 1 Jahr;341516;323738;51391;49359
31.12.1995;1-Jährige;345217;326343;53403;50558
31.12.1995;2-Jährige;359366;340821;55266;52428
31.12.1995;3-Jährige;367114;350037;57018;53764
31.12.1995;4-Jährige;385116;365978;56500;53242
31.12.1995;5-Jährige;429008;407151;56956;53862
31.12.1995;6-Jährige;423440;402794;55388;52806
31.12.1995;7-Jährige;437466;415192;55291;51772
31.12.1995;8-Jährige;429353;405945;52932;49528
31.12.1995;9-Jährige;422904;402616;49389;46079
31.12.1995;10-Jährige;408631;389160;47239;44217
31.12.1995;11-Jährige;408110;387478;46813;43679
31.12.1995;12-Jährige;411560;391546;46854;43331
31.12.1995;13-Jährige;421678;400493;49483;45831
31.12.1995;14-Jährige;416820;398626;51838;47051
31.12.1995;15-Jährige;419461;400287;53320;48712
31.12.1995;16-Jährige;396973;377403;53364;48083
31.12.1995;17-Jährige;391455;372018;54926;48018
31.12.1995;18-Jährige;388053;368508;56766;51389
31.12.1995;19-Jährige;378521;361440;63242;58235
31.12.1995;20-Jährige;365738;347841;69861;65628
31.12.1995;21-Jährige;372220;356629;75291;71915
31.12.1995;22-Jährige;379108;364088;82351;76853
31.12.1995;23-Jährige;427948;410280;89743;80371
31.12.1995;24-Jährige;488712;467219;93407;81441
31.12.1995;25-Jährige;514562;493680;101929;82308
31.12.1995;26-Jährige;566440;542105;102749;81350
31.12.1995;27-Jährige;602471;577572;103141;78588
31.12.1995;28-Jährige;627719;603081;97964;73226
31.12.1995;29-Jährige;646372;621699;102778;73806
31.12.1995;30-Jährige;653951;626038;104660;72269
31.12.1995;31-Jährige;668730;643192;101770;69495
31.12.1995;32-Jährige;668918;644925;96301;64494
31.12.1995;33-Jährige;650272;628418;89653;61280
31.12.1995;34-Jährige;647728;627067;78388;56138
31.12.1995;35-Jährige;624509;606609;83139;58391
31.12.1995;36-Jährige;612388;591644;73323;53654
31.12.1995;37-Jährige;581565;562114;71302;50956
31.12.1995;38-Jährige;572502;554830;68110;48714
31.12.1995;39-Jährige;556926;540824;69468;50660
31.12.1995;40-Jährige;543214;526066;63977;51493
31.12.1995;41-Jährige;537343;522643;58150;51437
31.12.1995;42-Jährige;523977;511250;52501;49922
31.12.1995;43-Jährige;525843;511676;53318;52849
31.12.1995;44-Jährige;518207;506300;50443;48509
31.12.1995;45-Jährige;518321;506517;57317;54354
31.12.1995;46-Jährige;502752;490331;57278;50726
31.12.1995;47-Jährige;461000;450980;57568;48219
31.12.1995;48-Jährige;432107;429017;57044;44644
31.12.1995;49-Jährige;379667;378625;52535;39891
31.12.1995;50-Jährige;334947;339712;47588;36258
31.12.1995;51-Jährige;465655;466949;45282;33827
31.12.1995;52-Jährige;478869;478434;43922;31043
31.12.1995;53-Jährige;463867;466688;45661;30740
31.12.1995;54-Jährige;573335;578196;42108;27496
31.12.1995;55-Jährige;604726;614775;45549;29235
31.12.1995;56-Jährige;597157;610259;40898;25490
31.12.1995;57-Jährige;557547;572524;38492;24572
31.12.1995;58-Jährige;522302;539805;34770;21999
31.12.1995;59-Jährige;510227;533376;31553;20135
31.12.1995;60-Jährige;496341;521063;26939;17920
31.12.1995;61-Jährige;460914;489127;25885;16138
31.12.1995;62-Jährige;367622;397046;23666;15083
31.12.1995;63-Jährige;367180;401319;19548;13424
31.12.1995;64-Jährige;374068;415403;16606;11620
31.12.1995;65-Jährige;391801;442949;15303;12207
31.12.1995;66-Jährige;378224;434829;12252;10509
31.12.1995;67-Jährige;371597;437119;10731;9512
31.12.1995;68-Jährige;326470;420829;9154;8867
31.12.1995;69-Jährige;298341;431359;8405;8505
31.12.1995;70-Jährige;279257;439467;7221;8008
31.12.1995;71-Jährige;237213;422139;6678;7434
31.12.1995;72-Jährige;225522;414286;5871;6935
31.12.1995;73-Jährige;231246;426503;5444;6251
31.12.1995;74-Jährige;229301;442601;4631;5546
31.12.1995;75-Jährige;212701;429854;4295;5081
31.12.1995;76-Jährige;153496;315101;3153;3859
31.12.1995;77-Jährige;93913;198994;2363;2809
31.12.1995;78-Jährige;85753;184240;2024;2292
31.12.1995;79-Jährige;87433;196170;2025;2177
